numero_expediente,tipo_obra,fecha_inicio_expediente,registro_obra_mes,registro_obra_anio,metros_cuadrados_obra,direccion_obra,seccion_manzana_parcela,lat,long,altura_obra,calle_obra,barrio_obra,comuna_obra,cp_obra,cpa_obra
4686556/17,OBRA NUEVA,2017-08-16,AGOSTO,2017,4995,AVALOS 1911/29,051-051-022,-34.5793899483482,-58.4814155532183,1911,AVALOS ,Villa Urquiza,Comuna 12,1431,C1431DPK
9042717/17,DEMOLICION TOTAL,2017-08-16,AGOSTO,2017,637,CARACAS 1766,067-100-039,-34.6114788894795,-58.4710524421254,1766,CARACAS ,Villa Gral. Mitre,Comuna 11,1416,C1416AIL
11158448/16,OBRA NUEVA,2017-08-17,AGOSTO,2017,15565,AV.GAONA 1634/50,057-109-005G,-34.6111023851822,-58.450679617626,1634,GAONA ,Caballito,Comuna 6,1416,C1416DRR
11326396/17,MODIFICACION,2017-08-17,AGOSTO,2017,63,TREVERIS 2511,061-093-026A,-34.5830262655464,-58.4767227028688,2511,TREVERIS ,Parque Chas,Comuna 15,1431,C1431DIE
16204128/17,OBRA NUEVA,2017-08-17,AGOSTO,2017,383,NAVARRO 4987,089-061-015c,-34.6107341976821,-58.5204380665429,4987,NAVARRO ,Villa Devoto,Comuna 11,1419,C1419HUU
13363198/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-08-17,AGOSTO,2017,1133,R.FALCON 5088/90,060-130-013,-34.6393134631833,-58.4983640238073,5088,FALCON ,Villa Luro,Comuna 10,1407,C1407GTJ
12005162/17,MODIFICACION,2017-08-17,AGOSTO,2017,18,REMEDIOS 2964,048-031-010,-34.6386975726186,-58.466821121128,2964,REMEDIOS ,Flores,Comuna 7,1406,C1406HCH
13176024/17,OBRA NUEVA,2017-08-17,AGOSTO,2017,2350,F.G.LORCA 418/20,045-004-029,-34.6175156128658,-58.4453778082941,418,LORCA ,Caballito,Comuna 6,1405,C1405AHF
13101471/17,MODIFICACION Y DEMOLICION PARCIAL,2017-08-17,AGOSTO,2017,49,PIEDRA BUENA 5021,082-037-010,-34.6893445528988,-58.4733472694635,5021,PIEDRA BUENA ,Villa Riachuelo,Comuna 8,1439,C1439GWH
12969009/17,MODIFICACION Y DEMOLICION PARCIAL,2017-08-23,AGOSTO,2017,44,ALTOLAGUIRRE 2311/15,051-027A-009,-34.5780116705268,-58.4895927602111,2311,ALTOLAGUIRRE ,Villa Urquiza,Comuna 12,1431,C1431ECS
10901485/17,OBRA NUEVA,2017-08-24,AGOSTO,2017,359,GRANADA 921,072-007B-033,-34.6496064809336,-58.5273739185956,921,GRANADA ,Liniers,Comuna 9,1408,C1408FLE
10352043/17,OBRA NUEVA,2017-08-24,AGOSTO,2017,202,SAN LUIS 3216,013-055-002,-34.5999577033317,-58.4103866225077,3216,SAN LUIS ,Balvanera,Comuna 3,1186,C1186ACL
4884483/17,MODIFICACION,2017-08-24,AGOSTO,2017,2243,B.ENCALADA 5538,051-014-004,-34.5793700934778,-58.490938664526,5538,ENCALADA ,Villa Urquiza,Comuna 12,1431,C1431CDX
24604903/16,MODIFICACION Y DEMOLICION PARCIAL,2017-08-24,AGOSTO,2017,38,AV.CONGRESO 1931,027-048A-006h,-34.5531498788947,-58.4574906021715,1931,CONGRESO ,Nu\u00f1ez,Comuna 13,1428,C1428BVA
18642224/17,OBRA NUEVA,2017-08-24,AGOSTO,2017,6726,AV.CORRIENTES 5655,031-007-009B,-34.5960919995972,-58.442188921583,5655,CORRIENTES ,Villa Crespo,Comuna 15,1414,C1414AJJ
18817680/16,MODIFICACION Y DEMOLICION PARCIAL,2017-08-24,AGOSTO,2017,104,LUGONES 3950,055-137-027,-34.5574751044398,-58.4908149607003,3950,LUGONES ,Saavedra,Comuna 12,1430,C1430EDB
16569511/16,DEMOLICION TOTAL,2017-08-25,AGOSTO,2017,1079,CONESA 3140,041-092-005,-34.5566928112832,-58.4699073630442,3140,CONESA ,Nu\u00f1ez,Comuna 13,1429,C1429ALF
20782634/16,OBRA NUEVA,2017-08-25,AGOSTO,2017,506,DORREGO 1347/51,033-047-009,-34.5866446381547,-58.4444063043386,1347,DORREGO ,Chacarita,Comuna 15,1414,C1414CKI
9466681/17,OBRA NUEVA,2017-08-25,AGOSTO,2017,867,BAHIA BLANCA 2415/19,081-069-024,-34.612112673159,-58.4989821288137,2415,BAHIA BLANCA ,Monte Castro,Comuna 10,1417,C1417ASG
18052870/16,MODIFICACION,2017-08-25,AGOSTO,2017,363,E.CASTRO 6178/80,074-132-010,-34.6494231436736,-58.5078590379029,6178,CASTRO ,Mataderos,Comuna 9,1440,C1440CLX
10293784/17,MODIFICACION,2017-08-25,AGOSTO,2017,872,J.SALGUERO 3212/60,021-115A-009e,-34.5749687424258,-58.403267283584,3212,SALGUERO ,Palermo,Comuna 14,1425,C1425DFQ
19608842/16,OBRA NUEVA,2017-08-25,AGOSTO,2017,173,PIZARRO 5895,060-020B-012,-34.6472886255192,-58.5051161965465,5895,PIZARRO ,Liniers,Comuna 9,1440,C1440BZM
11383282/17,AMPLIACION,2017-08-25,AGOSTO,2017,104,AV.DIRECTORIO5670,062-020-007,-34.6558746781602,-58.4953669628807,5670,DIRECTORIO,Mataderos,Comuna 9,1440,C1440ASV
16288752/17,OBRA NUEVA,2017-08-25,AGOSTO,2017,2087,E.LOBOS 280/84,045-094-041,-34.6147731245272,-58.4353455982183,280,LOBOS ,Caballito,Comuna 6,1405,C1405BLB
27927853/16,OBRA NUEVA,2017-08-25,AGOSTO,2017,3520,GUARDIA VIEJA 4157/61,017-073-021,-34.6005689863263,-58.4224191213553,4157,GUARDIA VIEJA ,Almagro,Comuna 5,1192,C1192AAQ
14263844/17,OBRA NUEVA,2017-08-25,AGOSTO,2017,3111,PACHECO 2665,053-015-009,-34.5714492014489,-58.4849481579709,2665,PACHECO ,Villa Urquiza,Comuna 12,1431,C1431FJC
37205785/15,MODIFICACION,2017-08-25,AGOSTO,2017,35227,AV.CORRIENTES 6287/95,033-007-017d,-34.5907474458815,-58.44739301644,6287,CORRIENTES ,Chacarita,Comuna 15,1427,C1427BPA
6357052/15,MODIFICACION Y DEMOLICION PARCIAL,2017-08-25,AGOSTO,2017,152,THAMES 1689/99,019-052B-004,-34.5880192872744,-58.429490641804,1689,THAMES ,Palermo,Comuna 14,1414,C1414DDG
11326648/17,MODIFICACION Y DEMOLICION PARCIAL,2017-08-25,AGOSTO,2017,205,R.ARGENTINOS 439/45,093-031-017,-34.6358379487793,-58.5241467022042,439,ARGENTINOS ,Liniers,Comuna 9,1408,C1408AII
38344465/15,OBRA NUEVA,2017-08-25,AGOSTO,2017,318,M.BERNASCONI 2245,047-056-015,-34.5981653820217,-58.4535984180157,2245,BERNASCONI ,Villa Crespo,Comuna 15,1414,C1414ABC
21596779/15,MODIFICACION,2017-08-25,AGOSTO,2017,318,VEDIA 2332/50,029-012-004b,-34.540192347821,-58.4735570907525,2332,VEDIA ,Nu\u00f1ez,Comuna 13,1429,C1429EJN
13791884/17,MODIFICACION,2017-08-25,AGOSTO,2017,22,CONCORDIA 4354/56,083-172-031,-34.5943719458832,-58.5073940277194,4354,CONCORDIA ,Villa Devoto,Comuna 11,1419,C1419AOF
12902350/17,OBRA NUEVA,2017-08-25,AGOSTO,2017,245,CESAR DIAZ 5342,091-099-005,-34.6323910927944,-58.5017040101811,5342,CESAR DIAZ ,Villa Luro,Comuna 10,1407,C1407EUP
25118840/16,DEMOLICION TOTAL,2017-08-25,AGOSTO,2017,706,HABANA 2575,073-051-023,-34.5871622907099,-58.4953072568349,2575,HABANA ,Villa Pueyrredon,Comuna 12,1419,C1419GPI
8466856/17,MODIFICACION Y DEMOLICION PARCIAL,2017-08-25,AGOSTO,2017,113,COCHABAMBA 479/81,004-026-027,-34.6234634616208,-58.3718636363989,479,COCHABAMBA ,San Telmo,Comuna 1,1150,C1150AAE
35801786/15,OBRA NUEVA,2017-08-25,AGOSTO,2017,1473,ALTOLAGUIRRE 2220,051-020-003,-34.5788531065668,-58.4894026353926,2220,ALTOLAGUIRRE ,Villa Urquiza,Comuna 12,1431,C1431ECR
5963714/13,OBRA NUEVA,2017-08-25,AGOSTO,2017,1598,JUAN B.JUSTO 5877,067-016-015e,-34.6198916547396,-58.4774609767818,5877,JUSTO ,Villa Santa Rita,Comuna 11,1416,C1416DKM
22860408/16,OBRA NUEVA,2017-08-25,AGOSTO,2017,2078,AV.DIRECTORIO 2981,048-034-022,-34.6360913395911,-58.468185962189,2981,DIRECTORIO ,Flores,Comuna 7,1406,C1406HAF
9193704/16,MODIFICACION Y DEMOLICION PARCIAL,2017-08-25,AGOSTO,2017,175,LEIVA 4305,047-144-001,-34.5933752991365,-58.4502777298778,4305,LEIVA ,Chacarita,Comuna 15,1427,C1427EMI
27190113/16,DEMOLICION TOTAL,2017-08-25,AGOSTO,2017,1270,CARLOS CALVO 2002,022-051-001,-34.6211393340777,-58.3940229357077,2002,CARLOS CALVO ,San Cristobal,Comuna 3,1230,C1230AAF
5855577/17,OBRA NUEVA,2017-08-25,AGOSTO,2017,431,PAEZ 2987,065-029B-018,-34.6228325460556,-58.4743075903461,2987,PAEZ ,Flores,Comuna 7,1406,C1406FQY
14839903/17,OBRA NUEVA,2017-08-25,AGOSTO,2017,1073,INDEPENDENCIA 2011/15,020-051-040,-34.6185594840188,-58.3941852452269,2011,INDEPENDENCIA ,Balvanera,Comuna 3,1225,C1225AAC
11468056/17,OBRA NUEVA,2017-08-25,AGOSTO,2017,1850,P.I.RIVERA 5847/51,063-004-018,-34.5771718646657,-58.4968582601801,5847,RIVERA ,Villa Urquiza,Comuna 12,1431,C1431BWA
7784046/17,OBRA NUEVA,2017-08-25,AGOSTO,2017,1961,VALLE 643/45,040-051-014,-34.6248148770083,-58.4362394043429,643,VALLE ,Caballito,Comuna 6,1424,C1424BVM
17498627/17,MODIFICACION,2017-08-25,AGOSTO,2017,4085,L. N.ALEM 641/45,001-063-005,-34.6005989239846,-58.3695740452053,641,ALEM ,San Nicolas,Comuna 1,1001,C1001AAB
12024163/16,MODIFICACION,2017-08-25,AGOSTO,2017,14616,L.N.ALEM 882/86,003-059-018d,-34.5979972810282,-58.3715850445146,882,ALEM ,Retiro,Comuna 1,1001,C1001AAQ
8587757/17,DEMOLICION TOTAL,2017-08-25,AGOSTO,2017,1487,PIEDRA BUENA 4858,082-047-014e,-34.6874085251247,-58.475054698693,4858,PIEDRA BUENA ,Villa Riachuelo,Comuna 8,1439,C1439GWS
14332498/17,MODIFICACION Y DEMOLICION PARCIAL,2017-08-28,AGOSTO,2017,141,PAROISSIEN 2858,043-142-005,-34.5490537778711,-58.4736035155119,2858,PAROISSIEN ,Saavedra,Comuna 12,1429,C1429CXT
11327466/17,MODIFICACION Y DEMOLICION PARCIAL,2017-08-29,AGOSTO,2017,1233,CARLOS CALVO 4288/94,036-022-011,-34.625681706971,-58.4250986105034,4288,CARLOS CALVO ,Boedo,Comuna 5,1230,C1230ABX
12979141/17,OBRA NUEVA,2017-08-29,AGOSTO,2017,2675,AV.GAONA 2464/66,057-035-008,-34.6153461497606,-58.4607361698627,2464,GAONA ,Flores,Comuna 7,1416,C1416DRZ
13177162/17,MODIFICACION CON DEMOLICION PARCIAL,2017-08-29,AGOSTO,2017,106,L.DE LA TORRE 128,072-114-013b,-34.6411284353981,-58.5201663257693,128,DE LA TORRE ,Liniers,Comuna 9,1408,C1408GTD
8321415/16,MODIFICACION,2017-08-29,AGOSTO,2017,969,CASTA1ON 2932,052-078-039,-34.6592022151394,-58.4383899499533,1,CASTA,,,,
16434765/15,MODIFICACION Y DEMOLICION PARCIAL,2017-08-29,AGOSTO,2017,40,AV.F.BEIRO 4431,089-097b-001a,-34.6069819022525,-58.5127240240485,4431,BEIRO ,Villa Devoto,Comuna 11,1419,C1419HZG
17356471/17,MODIFICACION,2017-08-29,AGOSTO,2017,0,CERRITO 1414/40,003-008-006b,-34.5915876968364,-58.3827567007623,1414,CERRITO ,Retiro,Comuna 1,1010,C1010ABD
37608078/15,OBRA NUEVA,2017-08-29,AGOSTO,2017,3456,LA RIOJA 1432/46,030-070-013a,-34.6280541245409,-58.4057962946565,1432,LA RIOJA ,San Cristobal,Comuna 3,1244,C1244ABF
14699033/17,OBRA NUEVA,2017-08-29,AGOSTO,2017,3620,AV.CASEROS 3568,032-023-007,-34.6394954026678,-58.4145452967069,3568,CASEROS ,Nueva Pompeya,Comuna 4,1263,C1263AAR
32225783/15,MODIFICACION,2017-08-29,AGOSTO,2017,12,AV.CABILDO 2587/99,027-001-008c,-34.5577774011892,-58.4597978374564,2587,CABILDO ,Belgrano,Comuna 13,1428,C1428AAH
28153718/16,OBRA NUEVA,2017-08-29,AGOSTO,2017,1343,DIAZ VELEZ 4001/09,017-067-026,-34.6088662776464,-58.4225678681512,4001,DIAZ VELEZ ,Almagro,Comuna 5,1200,C1200AAH
27106562/16,OBRA NUEVA,2017-08-29,AGOSTO,2017,1011,WASHINGTON 3301/05,041-020-019,-34.55860080859,-58.4780262486623,3301,WASHINGTON ,Coghlan,Comuna 12,1430,C1430EUQ
11465037/17,DEMOLICION TOTAL,2017-08-31,AGOSTO,2017,924,MANUEL UGARTE 3221,041-065-024,-34.5606677872326,-58.4692960008953,3221,MANUEL UGARTE ,Coghlan,Comuna 12,1428,C1428BTA
27358492/16,MODIFICACION Y DEMOLICION PARCIAL,2017-08-31,AGOSTO,2017,58,OLAYA 1087/91,045-067-011,-34.6072933169438,-58.4421778111885,1087,OLAYA ,Caballito,Comuna 6,1405,C1405BEA
35124970/15,OBRA NUEVA,2017-08-31,AGOSTO,2017,430,PEDRO GOYENA 891/99,040-034-024a,-34.6266296420157,-58.4397042751128,891,PEDRO GOYENA ,Caballito,Comuna 6,1424,C1424BSI
27823794/16,MODIFICACION Y DEMOLICION PARCIAL,2017-08-31,AGOSTO,2017,126,TRONADOR 2030/32,051-116A-001,-34.5724826469463,-58.4712571063757,2030,TRONADOR ,Villa Urquiza,Comuna 12,1430,C1430DKL
10682150/17,MODIFICACION Y DEMOLICION PARCIAL,2017-08-31,AGOSTO,2017,91,25 DE MAYO 526,001-046-026,-34.6020796223754,-58.3707787104654,526, DE MAYO ,,,,
4636889/15,OBRA NUEVA,2017-08-31,AGOSTO,2017,351,TANDIL 3964,054-114-009,-34.6421294760084,-58.4780469277302,3964,TANDIL ,Parque Avellaneda,Comuna 9,1407,C1407HHN
27747513/16,DEMOLICION TOTAL,2017-08-31,AGOSTO,2017,670,S.DE LORIA 1694/96,030-030-018,-34.6305930046331,-58.411032697044,1694,DE LORIA ,San Cristobal,Comuna 3,1241,C1241ACH
25711794/16,MODIFICACION Y DEMOLICION PARCIAL,2017-08-31,AGOSTO,2017,280,BERMUDEZ 546,077-027-038,-34.6320452579545,-58.4943623976047,546,BERMUDEZ ,Velez Sarsfield,Comuna 10,1407,C1407BDH
14474163/17,MODIFICACION Y DEMOLICION PARCIAL,2017-08-31,AGOSTO,2017,231,ECHENAGUCIA 1226,093-112-032,-34.6289046742737,-58.5186655457078,1226,ECHENAGUCIA ,Versalles,Comuna 10,1408,C1408CNL
6756291/17,DEMOLICION TOTAL,2017-08-31,AGOSTO,2017,702,CIUDAD DE LA PAZ 25,035-091A-013,-34.576876677507,-58.4373112554513,25,CIUDAD DE LA PAZ ,Palermo,Comuna 14,1426,C1426AFA
10550564/16,OBRA NUEVA,2017-08-31,AGOSTO,2017,27145,DEL LIBERTADOR 6202/20,025-065-009D,-34.5552939790696,-58.449256179233,6202,DEL LIBERTADOR ,Belgrano,Comuna 13,1428,C1428ARS
11609341/17,OBRA NUEVA,2017-08-31,AGOSTO,2017,731,FRANKLIN 1982,057-013-010,-34.61646907565,-58.4617939598475,1982,FRANKLIN ,Flores,Comuna 7,1406,C1406FMF
12341582/17,OBRA NUEVA,2017-08-31,AGOSTO,2017,1430,LACARRA 363/67,054-090-041,-34.6391796974479,-58.482971036221,363,LACARRA ,Velez Sarsfield,Comuna 10,1407,C1407JQG
9288658/17,OBRA NUEVA,2017-08-31,AGOSTO,2017,2657,LLAVALLOL 2146/54,081-131A-041,-34.6112463368199,-58.4902539620231,2146,LLAVALLOL ,Villa Del Parque,Comuna 11,1417,C1417AEB
14374873/17,OBRA NUEVA,2017-08-31,AGOSTO,2017,183,CONCORDIA 4921/23,083-202B-011b,-34.5895433349668,-58.5111597869315,4921,CONCORDIA ,Villa Devoto,Comuna 11,1419,C1419AOQ
26074403/16,OBRA NUEVA,2017-08-31,AGOSTO,2017,1000,BAHIA BLANCA 2427,081-069-023,-34.612046215086,-58.4990334099728,2427,BAHIA BLANCA ,Monte Castro,Comuna 10,1417,C1417ASG
12376271/17,MODIFICACION Y DEMOLICION PARCIAL,2017-08-31,AGOSTO,2017,0,CONGRESO 4801/47,053-022a-018b,-34.5682063016495,-58.4864746416982,4801,CONGRESO ,Villa Urquiza,Comuna 12,1431,C1431AAD
22073834/15,OBRA NUEVA,2017-08-31,AGOSTO,2017,2264,ARENALES 3049/51,015-066-024,-34.5901202604889,-58.4067920133304,3049,ARENALES ,Recoleta,Comuna 2,1425,C1425BEK
18062548/17,OBRA NUEVA,2017-08-31,AGOSTO,2017,1600,NOGOYA 3562,081-126-008,-34.6065970720272,-58.4963190528524,3562,NOGOYA ,Villa Del Parque,Comuna 11,1417,C1417FNP
7332776/13,MODIFICACION,2017-08-31,AGOSTO,2017,2113,H.PUEYRREDON 1076/78,045-040-003,-34.6087093639633,-58.4448110626806,1076,PUEYRREDON ,,,,
27418663/16,MODIFICACION Y DEMOLICION PARCIAL,2017-08-31,AGOSTO,2017,541,SUPERI 2885/95,041-049-010b,-34.5614069190346,-58.4717649195796,2885,SUPERI ,Coghlan,Comuna 12,1430,C1430FEM
8246573/15,OBRA NUEVA,2017-09-05,SEPTIEMBRE,2017,15604.63,C.GRIERSON 322,097-037B-001,-34.598380689969,-58.3641398438499,322,GRIERSON ,Retiro,Comuna 1,1107,C1107BHA
16241483/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-05,SEPTIEMBRE,2017,4772.94,DOBLAS 844/52,040-125-017,-34.6272326904452,-58.4288054493001,844,DOBLAS ,Caballito,Comuna 6,1424,C1424BLR
18060933/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-05,SEPTIEMBRE,2017,1155.85,B.VICTORICA 2888/90,061-076-013,-34.5862832858511,-58.4786351759979,2888,VICTORICA ,Parque Chas,Comuna 15,1427,C1427DGN
12625125/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-05,SEPTIEMBRE,2017,3045.38,ARREGUI 6375,093-077-022,-34.628495079577,-58.5231703975413,6375,ARREGUI ,Versalles,Comuna 10,1408,C1408AVU
22790384/16,OBRA NUEVA,2017-09-05,SEPTIEMBRE,2017,11130.75,AV.LAS HERAS 3337/47,021-040-020a,-34.5831595364329,-58.406899431804,3337,LAS HERAS ,Palermo,Comuna 14,1425,C1425ASK
14474244/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-05,SEPTIEMBRE,2017,199,ULRICO SCHMIDL 6538,074-096-017,-34.6520612418759,-58.5116513889747,6538,ULRICO SCHMIDL ,Mataderos,Comuna 9,1440,C1440CGD
25179509/16,MODIFICACION,2017-09-05,SEPTIEMBRE,2017,256.45,DIRECTORIO 3701/05,054-146-035,-34.6393402297835,-58.4757617156309,3701,DIRECTORIO ,Parque Avellaneda,Comuna 9,1407,C1407HFE
6939407/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-06,SEPTIEMBRE,2017,610.8,ALBARIÑO 188,060-065-007,-34.640727938817,-58.5087071198649,188,O ,,,,
27854917/16,MODIFICACION Y DEMOLICION PARCIAL,2017-09-06,SEPTIEMBRE,2017,205.19,BERMUDEZ 3644,089-031-004,-34.608998180797,-58.5235364466012,3644,BERMUDEZ ,Villa Devoto,Comuna 11,1419,C1419CAN
16715277/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-06,SEPTIEMBRE,2017,1391.58,PEDRO GOYENA 728,040-033-004,-34.6268390295938,-58.43753869459,728,PEDRO GOYENA ,Caballito,Comuna 6,1424,C1424BSU
6397425/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-06,SEPTIEMBRE,2017,143.46,ASUNCION 4115/27,083-047-001C,-34.6018021205982,-58.5115692203539,4115,ASUNCION ,Villa Devoto,Comuna 11,1419,C1419HGS
9352875/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-06,SEPTIEMBRE,2017,1635.23,LOYOLA 1647/55,033-046-019,-34.5874305322975,-58.4440956823055,1647,LOYOLA ,Chacarita,Comuna 15,1414,C1414AVI
39132046/15,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-06,SEPTIEMBRE,2017,2950.35,ESCALADA 1060/64,062-152-025,-34.6477761585817,-58.491041865848,1060,ESCALADA ,,,,
6380665/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-06,SEPTIEMBRE,2017,1141,LUIS VIALE 1737,059-064-027,-34.612206284877,-58.4605569438449,1737,LUIS VIALE ,Villa Gral. Mitre,Comuna 11,1416,C1416DMY
14770210/17,MODIFICACION,2017-09-06,SEPTIEMBRE,2017,1247.14,PEDERNERA 515,048-094-036,-34.6356278962914,-58.4612677513893,515,PEDERNERA ,Flores,Comuna 7,1406,C1406EEK
7880153/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-06,SEPTIEMBRE,2017,3197.12,J.HERNANDEZ 1454/58,023-128-015,-34.5608377592477,-58.443225441837,1454,HERNANDEZ ,Belgrano,Comuna 13,1426,C1426END
15340134/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-06,SEPTIEMBRE,2017,1823.57,ROMULO NAON 3561,041-010B-019,-34.5571865468119,-58.4803141342975,3561,ROMULO NAON ,Saavedra,Comuna 12,1430,C1430EQQ
165801/16,OBRA NUEVA,2017-09-06,SEPTIEMBRE,2017,3846,CNEL.ROCA 4635/55,068-118-001a,-34.6803262883701,-58.4507064697601,4635,ROCA ,Villa Lugano,Comuna 8,1439,C1439DUJ
4987933/14,OBRA NUEVA,2017-09-06,SEPTIEMBRE,2017,5360.62,J.B.ALBERDI 4139/47,054-090-007a,-34.6391977297484,-58.4839899398812,4139,ALBERDI ,Velez Sarsfield,Comuna 10,1407,C1407GZI
21856836/16,OBRA NUEVA,2017-09-06,SEPTIEMBRE,2017,624.55,V.DE OBLIGADO 4131,029-019-012,-34.5447800295964,-58.4691731955452,4131,DE OBLIGADO ,Nu\u00f1ez,Comuna 13,1429,C1429AWA
26925490/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-06,SEPTIEMBRE,2017,326.11,CUCHA CUCHA 1214,059-170-030,-34.6083678022588,-58.4507195353793,1214,CUCHA CUCHA ,Caballito,Comuna 6,1416,C1416CJD
79833550/17,OBRA NUEVA,2017-09-08,SEPTIEMBRE,2017,182.3,BERMUDEZ 3376,089-051-006,-34.6107191157109,-58.5212632789523,3376,BERMUDEZ ,Villa Devoto,Comuna 11,1419,C1419CAD
16205038/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-08,SEPTIEMBRE,2017,302.51,BEYROUTH 4927,085-033B-029,-34.6265311866496,-58.5010025306107,4927,BEYROUTH ,Velez Sarsfield,Comuna 10,1407,C1407FOA
11899177/17,OBRA NUEVA,2017-09-08,SEPTIEMBRE,2017,286.08,V.LINIERS 218/22,028-023-013,-34.613793062842,-58.4139355476617,218,LINIERS ,Almagro,Comuna 5,1174,C1174ACF
20362210/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-08,SEPTIEMBRE,2017,3222.61,DIAZ VELEZ 4558,045-148-006,-34.6094237608973,-58.4305885852627,4558,DIAZ VELEZ ,Caballito,Comuna 6,1405,C1405DCN
22888933/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-08,SEPTIEMBRE,2017,719.32,NAVARRO 3448/52,083-185-009,-34.5994451138023,-58.5014975886884,3448,NAVARRO ,Villa Devoto,Comuna 11,1419,C1419HTP
20364734/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-08,SEPTIEMBRE,2017,522,CAMPANA 3880,083-212-029,-34.5961591612889,-58.5016019392836,3880,CAMPANA ,Villa Devoto,Comuna 11,1419,C1419AGH
20363655/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-08,SEPTIEMBRE,2017,496.65,CAMPANA 4500,083-221-001,-34.5917065431268,-58.5054983248735,4500,CAMPANA ,Villa Devoto,Comuna 11,1419,C1419AHJ
10348520/17,OBRA NUEVA,2017-09-08,SEPTIEMBRE,2017,1320.88,AZCUENAGA 1673,011-037-011b,-34.5904381008541,-58.3961441319616,1673,AZCUENAGA ,Recoleta,Comuna 2,1128,C1128AAA
17039731/17,MODIFICACION,2017-09-11,SEPTIEMBRE,2017,1595.67,LOPE DE VEGA 1167/69,085-006B-011,-34.6288126288691,-58.5052731199279,1167,LOPE DE VEGA ,Velez Sarsfield,Comuna 10,1407,C1407BNK
14578247/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-11,SEPTIEMBRE,2017,252.05,VERNET 123/25,040-120-030,-34.6328683897512,-58.4267498261705,123,VERNET ,Parque Chacabuco,Comuna 7,1424,C1424CQB
19480375/17,MODIFICACION,2017-09-11,SEPTIEMBRE,2017,1273.51,TRELLES 1040/44,057-035-024b,-34.6153473535123,-58.4599597806607,1040,TRELLES ,Flores,Comuna 7,1406,C1406BMJ
6920882/13,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-11,SEPTIEMBRE,2017,3280.67,G.SALGUERO 1631/41,019-099-020a,-34.5917082238877,-58.4167641244646,1631,SALGUERO ,Palermo,Comuna 14,1425,C1425DEA
11687753/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-11,SEPTIEMBRE,2017,448.73,CONESA 3746,043-113-014j,-34.5511685115662,-58.4741843115343,3746,CONESA ,Saavedra,Comuna 12,1429,C1429ALR
16838809/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-11,SEPTIEMBRE,2017,524.66,CARHUE 1644,074-042-011b,-34.6561388968705,-58.5154738323279,1644,CARHUE ,Mataderos,Comuna 9,1440,C1440EQF
10668072/17,OBRA NUEVA,2017-09-11,SEPTIEMBRE,2017,412.03,N.OROÑO 1683/85,059-130-013,-34.6065661304624,-58.4594656193593,1683,O ,,,,
37695397/15,OBRA NUEVA,2017-09-11,SEPTIEMBRE,2017,286.42,AV.CORDOBA 6138,033-061-005,-34.5843408323092,-58.4465202553045,6138,CORDOBA ,Chacarita,Comuna 15,1427,C1427BZO
9835372/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-11,SEPTIEMBRE,2017,1989.88,HUMAHUACA 4234,017-060-004,-34.6023011130359,-58.4239466368067,4234,HUMAHUACA ,Almagro,Comuna 5,1192,C1192ACH
4886219/13,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-11,SEPTIEMBRE,2017,2624,VIRREY DEL PINO 2483/95,037-158-023a,-34.5672383807845,-58.4532342473099,2483,VIRREY DEL PINO ,Belgrano,Comuna 13,1426,C1426EGQ
19717801/16,MODIFICACION Y DEMOLICION PARCIAL,2017-09-11,SEPTIEMBRE,2017,259.41,F.ARANGUREN 904/08,045-010-001,-34.6162454094355,-58.4447360544517,904,ARANGUREN ,Caballito,Comuna 6,1405,C1405CRT
8352906/17,MODIFICACION,2017-09-11,SEPTIEMBRE,2017,6115.2,V.LINIERS 1256/60,030-025-019A,-34.6264413290536,-58.4125339802562,1256,LINIERS ,Boedo,Comuna 5,1241,C1241ABB
